No,Question,Answer1,AnswerCorrect1,Answer2,AnswerCorrect2,Answer3,AnswerCorrect3,Answer4,AnswerCorrect4,Answer5,AnswerCorrect5,Answer6,AnswerCorrect6,Answer7,AnswerCorrect7,Answer8,AnswerCorrect8,Answer9,AnswerCorrect9,Answer10,AnswerCorrect10,Hint,Explanation,Category
1,"TensorF low Operations and Computation Graph are not run in the Session",True,,False,
208," In the gradient descent algorithm, which of the following algorithms is the most""confusing algorithm for the trajectory on the loss function surface?",SGD,,BGD,,MGD,, MBGD,
209," Which of the following activation functions are prone to vanishing gradient""problems?",ReLU,, Softplus,,Tanh,,Sigmoid,
210," Which is the correct description of the python function  creation ? (Multiple choice )",The function starts with the “def ” keyword followed by the function name and,"parentheses.",The parameters need to be placed in parentheses,,The function content  starts with a colon and needs t o be indented,, Return the result with return and the function ends.,
211," Regarding backpropagatio n, which of  the following statement s is wrong?",Backpropagation can only be used in feedforward neural networks,,Backpropagation passes through the activation function,,Back propagation refers to the back propagation of errors through the network,,Backpropag ation can be combined with gradient descent algorithm to update network,"weights"
212," Which of the following neural networks is more suitable to solve image classification""problem?",sensor,,Recurrent neural network,,Convolutional Neural Network,,Fully connected neural network,
213," tf.keras.datasets can be used to  view built -in data set  of keras.",True,,False,
214," Which of the following about the dictionary in Python is correct? (Multiple Choice)",Each key and its corresponding value need to be separated by ":”,,Separate the different key -value with “,”,,The entire dictionary is included in the “{}”,,The keys of the dictionary  are unique and the data type is uniform,
215," Principal Component Analysis (PCA) is a statistical method. A set of variables that""may be related t o each other is transformed into a set of linearly related variables by""orthogonal transformation . The converted set of variables is called the principal""component.",True,, False,
216," The number of hidden layers of the deep learning neural network has a certain""impact on the performance of the network. Which of t he following statement about its""impact is correct ?", The number of hidden layers is appropriately reduced, and the resolution ability of the,"neural network remains unchanged",With the appropriate increasing of the number of hidden layers appropriately, the,"resolution ability of the neural network become stronger",If the number of hidden layers is appropriately reduced, the resolution ability of the,"neural network is stronger.",If the number of hidden  layers increases appropriately , the resolution ability of the,"neural network  become weaker"
217," Generative confrontation networks are currently widely use d. Which of t he""following scenarios can use this network?",Data enhancement,,Semantic segmentation,,Information retrieval,,Image generation,
218," The Python language can use multiple statements on the same line, separated by""commas ".".",True,, False,
219," What are the application scenarios for the break statement in the Python language?""(Multiple Choice)",Any Pyt hon statement,,while loop statement,,for loop statement,,Nested loop statement,
220," When we describe the house, we usually use the attributes such as residential area,""house type, decoration type, et c. If we use Naive Bayes as a model, we assume that there is""no relationship between attributes.",TRUE,,FALSE,
221," A linear regression model with L1 regular term  is called a Lasso regression model.",True,,False,
222," Which of the following statements  about neural networks is wrong?",As the number of hidden layers of the neural network increases, the classification,"ability of the model gradually weakens",The limitation of a single -layer perceptron is that it cannot solve the XOR problem,,The feedforward neural network can be represente d by a directed acyclic grap h,,There is no connection between neurons in the same layer of the feedforward neural,"network"
223," With Atlas300 (3000) , w hat conditions need to be checked when the accelerator""card server compiles and runs the program?", Atlas Driver  Installation is carried out,,CUDA Software package  is installed,,Cmake Compilation tool is installed,,Environment configuration  is completed,
224," The commonly used loss functions in deep learning are?", L1 Loss function,, Mean square error loss function,, Cross entropy error loss function,, Self -declining loss function,
225," Among the following machine learning algorithms, which of the following is not""unsupervised learning?",GMM,,Xgboost,,Clustering,,Association rules,
226," Loss function and model function are the same thing.", TRUE,, FALSE,
227," Which of the following  is not the optimization method in deep learning?", Random gradient descent,, Back propagation algorithm,, Principal component analysis,, Momentum,
228," Which tool does the HUAWEI HiAI platform support to integrat e with?", Jupyter Notebook,, MyEclipse,, Android Studio,,Spider,
229," Huawei Ascend AI Chip is one of the typical representative of NPU (Neural network""processor ).",True,,False,
230," Python regular expressions are a special sequence of characters that makes it easy""to check if a string matches a pattern.",True,,False,
231," Which of the following statements  about the image content review service  is""wrong ?",Test results for sensitive persons involved in politics,,Test results for political violence,,Represents confidence, range 0 -100,,Label representing each test result,
232," In TensorFlow2.0 , the method can continue to be used.",TRUE,, FALSE,
233," The timestamps in the Python language are represented by how long (in seconds)""elapsed from midnight (epoch) on January 1, 1970",True,,False,
234," Which of the following are the topics of speech processing research?", Speech processing,, Voiceprint recognition,,Speech Recognition,,Wake up,
235," The TensorFlow framework does not support Windows systems.",True,,False,
236," In the process of training the neural network, our goal is to keep the loss function""reduced. Which of the following methods do we usually use to mini mize the loss function?", Gradient descent,, Dropout,, Cross -validation,, Regularization,
237," There can be more than one tag returned by image label service.",TRUE,,FALSE,
238," Recurrent neural network is different from convolutional neural network . Which of""the following problems is better to be solved by RNN", Sequence related issues,, Image classification,, Image detection,, Recommended question,
239," What are the numeric types of Python? (Multiple Choice)",int (integer type),,long (long integer type),,float (floating  point type),,complex (complex number type),
240," What are the conditions for m row n column matrix A and p row q column matrix B""to be multiplied?",m=p , n=q,,n=p,,m=n,,p=q,
241," Which of t he following statement s about recurrent neural networks is wrong?",Recurrent neural network can be unfolded according to the time axis,,LSTM is unable to solve the problem of vanishing gradient,,LSTM is also a recurrent neural network,,Recurrent neural network can be abbreviated as RNN,
242," TensorFlow only supports Python and  R language", True,, False,
243," Machine Learning Service is a data mining and analytics platform service that helps""users quickly discover data patterns and build predictive models through machine learning""techniques and deploy them as predictive analytics solut ions .",True,,False,
244," Which of the following can optimization problem be classified according to the""constraints? (Multiple choice)",Equality constraints,,Inequality constraints,,Unconstrained conditions,,Semi -constrained  conditions,
245," AI Chip is also called  AI Accelerators , which  are specially designed to handle a large""number of computing tasks in artificial intelligence applications functional module.",TRUE,,FALSE,
246," Which of the following characterises  does not belong to TensorFlow 2.0?",Multi -core CPU acce lerate,,distributed,,multi -language,,Multi -platform,
247," Functions are well -organized, non -reusable code segments used to implement a""single, or associated Function.",True,,False,
248," Tensorflow is the second generation of artificial intelligence learning system""developed by Google based on ( ).",DistBelief,,PaleyFunction,,ConvexOne,,Infinity,
249," Under the large -scale relationship analysis scenario, which of the following options""does not belong to the three high demands of massive relationship processing?",Efficient relationship discovery data for massive data,,Efficient sharing of massive data,,Efficient storage and access requirements for massive amounts of data,,High scalability and high availability requirements for relational analysis platforms,
250," Which of the follo wing items are included in the results returned when the face""search service is successfully called?",Searched face similarity,,Searched faces id,,Searched face position,,Searched face number,
251," Which of the following are AI Application areas?",Wisdom education,,Smart City,,Smart home,,Smart medical,
252," Tensorflow supports multi -TPU cluster computing",True,,False,
253," Which description is wrong about the hyperparameter?",Hyperparameters  are parameters that set values before the algorithm begins learning.,,Most machine learning algorithms have hyperparameters.,,Hyperparameters cannot be modified,,The value of the hyperparameter is not learned by the algorithm itself.,
254," According to Huawei Cloud EI Intelligent platform, which of the following solutions""can be provided?",Crowd statistics program,,Policy query scheme based on knowledge graph,,Vehicle identification scheme,, Intrusion recognition scheme,

255," Which of the following is not an artific ial intelligence school?",Symbolism,,Statisticism,,Behaviourism,,Connectionism,
256," The three  main advantages of Keras in TensorFlow 2.0  are:",The interface is user -friendly,,Modular and combination,,Easy to expand,,None of the above,
257," Which of the following options is not a tensor attribute?",name (Logo),,shape (Dimensionality),,type (Type),, node (Node),
258," All convolution kernels of the same convolution layer in the convolutional neural""network are weight -sharing.", TRUE,, FALSE,
259," Which of t he following statements about RNN Model is correct?",There is no one -to-one model structure,,Do not consider the time direction when back propagating,,There is no many -to-many model structure,,There will be a problem of attenuation of long -term transmission and memory,"information"
260," Which module does the face detection belong to  in the Huawei HiAI platform ?",HiAI Engine,,HiAI Framework,,HiAI Foundation,,HiAI Service,
261," When training the DNN , we often encounter many problems . Which of the following""functions can be used to alleviate the problem  of vanishing gradient ?",Relu function,,Sigmoid function,,tanh function,,Softsign function,
262," Which of the following statements about passport recognition services are correct?", Country_ code:  represents the country where the passport was issued,, Nationality:  represents the nationality of representative holder,,passport_number: represents passport number,,confidence: Confidence information of related fields. The greater the confidence, the,"higher the reliability of the corresponding field identified this time. In a statistical""sense, the greater the confidence, the higher the accuracy"
263," The determinant of square matrix A is a scalar.",True,, False,
264," When using keras of TensorFlow 2.0 to bu ild a neural network with an interface, the""network needs to be compiled. Which of the following methods should be used to compile ?",compile,,write,,join,,fit,
265," X, Y are random variables, C is a constant,  which of  the nature of the difference in""the following options  is wrong? (Multiple choice)",D(C)= 0,,D(X+Y)=D(X)+D(Y),,D(CX)=C'C'D()(),,D(XY)=D(X)D (Y),
266," Which of the following description s of expectations and variances is incorrect?", Expectation reflects the average level of random variable values,, The variance reflects the degree of deviation between the random variable and its,"mathematical expectation",Expectation and variance are both numerical characteristics of random variables,,The greater the expectation the smaller the variance,
267," In the deep learning neural network, the perceptron is the simplest neural network.""The correct statement about its structure is:",There are only two hidden layers,,Only one hidden layer,,Its network us es Sigmoid Activation function,,Its network uses Relu Activation function,
268," What is the most important difference between batch gradient descent, mini -batch""gradient descent, and stochastic gradient descent?",Gradient size,,Gradient direction,,Learning rate,,Number of samples used,




269," According to the definition of information entropy , what is the bit entropy of""throwing a uniform coin?",0,,0.5,,1,,-1,
270," Which of the following is not features of the c MindSpore core architecture?", Automatic differentiation,, Automatic tuning,,Automatic coding,,Automatic parallel,
271," Convolutional neural networks are more suitable for dealing with speech recognition""problems .",True,, False,
272," In order for a machine to be intelligent, it must be knowledgeable. Therefore, there""is a re search field in artificial intelligence , which mainly studies how computers""automatically acquire knowledge and skills to achieve self -improvement.  What is the branch""of this research called?", Expert system,, Machine learning,, Neural Network,, Natural langu age processing,
273," Which of the following attributes is common in Ascend 310 and Shengteng 910 ?",Maximum power,,Architecture,,Integer precision,,7nm Process,
274," What are the algorithms supported by Tensorflow? (Multiple Choice )", GNN,, ZNN,, RNN,,  HUT,
275," Where should the labelled data be placed in the Generative Adver sarial  Network?", As the output value of the generated model,, As the input value of the discriminant model,, As the output value of the discriminant model,, As input value for generative model,
276," Whi ch of the following description is wrong about the image recognition cloud""service?", The service identifies specific objects such as skyscrapers, buildings, and ships.,,The service can also identify the sea, city, port and other scenes.,, The service can pe rform semantic analysis on the content in the image to extract labels,"with specific abstract meanings",The service can provide object and scene labels and can also provide more conceptual,"labels."
277," Which of the following is not a specific technology of arti ficial intelligence?",Knowledge map,,Machine translation,,Riemann geometry,,Semantic understanding,
278," HiAI Mobile computing platform provides rich upper -level functional services API,""which c an run efficiently on mobile devices.",TRUE,, FALSE,
279," In the deep learning network, the backpropagation algorithm is used to find the""optimal parameters. What rules are used in the backpropagation algorithm to obtain the""derivation layer by layer?",Chain rule,,Cumulative rule,,Law of reciprocity,,Rule of Norm alization,
280," Which of the following descriptions about the Recurrent Neural Network (RNN) is""correct?",Can be used to process sequence data.,,Cannot process variable length sequence data.,,Unlike convolutional neural networks , parameters of RNN cannot be shared,,The units above the hidden layer are not associated with each other.,
281," Which of the following capabilities does the genetic knowledge map have?",Auxiliary case diagnosis,,Disease prediction and diagnosis,,Gene test report generation,,Entity query,
282," What research areas does artificial intelligence have? (Multiple choice)",Natural language processing,,Computer Vision,,Machine learning,,Speech recognition,
283," The Python language can use the "#" at the beginning of  a single line of code f or""comments .",True,,False,
284," When the universal text recognition service is successfully called, the returned text""recognition result is stored in which of the following fields?",text,,result,,content,,words,
285," The following options bel ong to keras under estimator .  The encapsulation methods""are?",Assessment,,training,,prediction,,Output model,
286," What are the regularizations in deep learning? (Multiple Choice)", L1 norm, L2 norm,, Dataset enhancement,, Integration method,, Dropout,
287," Which of the following description about Python regular expression is not correct?",Python has added th ree  regular expression module since version 1.5.,,Regular expression module gives the Python language all the regular expression,"functionality.",Regular expressions are powerful tools for working with strings.,,Regular expressions can only process string data not numeric data,
288," The for loop statement in the Python language can iterate th rough the items in any""sequence .", True,, False,
289," The following applicati ons that are not part of the adversarial generation network""are?",Text generation,,Image generation,,Image Identification,,Data enhancement,
290," Regarding the face search service, which of the following statements are correct?",When there is no face set, you need to create a face set first, then add face data, and,"then search",The size of a face set cannot exceed 10000 Pictures,, There is a dedicated interface to delete the specified face set,, There is a dedicated interface to delete the face data in a certain face set,
291," GPU  is g ood at computationally intensive and easy to parallel programs.",TRUE,,FALSE,
292," Which of the following options may be used in calling Huawei cloud services?",ak,,region,,pro ject_id,, sk,
293," The matrix produced by the exchange of matrix A rows and columns is called th e""transpose of A . What are the correct properties of matrix transposition? (Multiple Choice)",(AT ) T = A,,(A+ B) T = AT +BT,,(!EA) T = !EAT,, (AB ) T = AT +BT,
294," The activation function plays an important role in the neural network model learning""and understanding of very complex problems. Which of the following statement s about the""activation function is correct.",Activation functions are linear functions,,Activat ion functions are non -linear functions,,The activation function is partly a nonlinear function, partly a linear function,,Most of the activation functions are nonlinear functions, and a few are linear functions,
295," Which of the following is not included in th e recurrent neural network application""scenario?",Machine translation,,Speech recognition,, Image style migration,, Text generation,
296," Which of the following options is not a reason for traditional machine learning""algorithms to  promote the development of deep  learning?",Dimensional disaster,, local invariance and smooth regularization,, Manifold learning,, Feature Engineering,
297," Which of the following is not a face recognition technology?", Face search,, Face comparison,, Face detection,, Remake recognition,298," Which of the following evaluation indicators belong s to the regression algorithm?",  Recall rate,,  Confusion matrix,, Mean square error,,  Accuracy,
299," Which of the following is an image label service URI?",/v1.0/image/recognition,, /v1.0/image/celebrity -recog nition,,/v1.0/image/recapture -detect,,/v1.0/image/tagging,
300," What are the Python language data types? (Multiple Choice)", numbers,, String,, list,,tuple,"e. dictionary"
301," Which of the following data types does Tensorflow not support?",int8,,float32,,double64,,bool ean,
302," Which of the following is not a module in the Tensorflow library?", tf.nn,,tf. layers,,tf boost,, tf.contrib,
303," Which is wrong with the Python module time introduction method?",import time,,from time import *,,import time as t,,from time,
304," Which company l aunched Pytorch  first?",Baidu,,Google,,Facebook,,Huawei,
305," What processor is used for  Altas AI  inference?",Different 910 processor,,Different 310 processor,, GPU,, FPGA,
306," Which of the following options is not part of the  Tensorflow build process?",Building a calculation chart,,Input tensor,, Generate a session,, Update weights,
307," The fitted surface of linear regression in the dimension above 3 is:",Curved surface,,Flat,,Hyperplane,,Hypersurface,
308," Which of the following products is related to artificial intelligence? (Multiple Choice)",Alpha Go,,Self -driving,,Voice input,, Huawei Mate mobile phone,
309," Which of the following operators is not supported in TensorFlow 2.0?",pow,, @,,^,,//,
310," Which of the  attri butes for dimensional transformation are  not supported in""TensorFlow2.0?",squeeze,,reshape,,gather,,transpose,
311," Which of the following options is not supported in TensorFLow2.0 for dimensional""transformation",  squeeze,,  reshape,,  gather,,  Transpose,
312," Which descriptions are correct about python's index? (Multiple Choice)", Index from left to right defaults from 0,, Index from left to right defaults from 1,, Index from right lo left defaults from -1,, Index from right to left defaults from 0,
313," The following code  is used when compiling the model:model.compile""(optimizer='Adam,loss='categorical.crossentropy',metrics=[tf.keras.metri cs.accuracy]) .""Which of the following indicators will be output  when the metho d evaluate is used to""evaluates the model ?", accuracy,, cat egorical_ loss,, loss,, categorical accuracy,
314," Which of the following basic platform services are included in Huawei Cloud El""Enterprise Intelligence? (Multiple Choice)", Machine learning,, Deep learning,,Graph engine,,Batch processing,
315," Which of the following operating systems  does not support TensorFlow?",Linux,,Mac OS,,Docker,,OpenStack,
316," The Python language does not allow embedding another loop body in a loop body .",True,,False,
317," An e -commerce company has always had problems with official website stalls, poor""utilization of network resources, and difficulty in operation and maintenance. Which of the""following EI services can the company use?",Park Agent,,Traffic Agent,,Network Agent,,Industrial Agent,
318," Artificial intelligence is current ly suitable for scenarios with a known environment,""clear obj ectives, and predictable action . Deep learning is used in the fields of image""recognition, speech recognition, translation, etc.  Artificial Intelligence basically has human""recognition ability, even surpassing human beings.  Based on these capabilities. It has been""applied to many scenes such as medical care and public safety. However, there is still a lack""of reasoning and cognition.", True,, False,
319," Regularization is an important and effective technique for reducing generalization""errors in traditional machine learning. Which of the  following techniques are regular ?", L1 Regularization,, L2 Regularization,, Dropout,,Momentum optimizer,
320," The mechanism o f graphs and conversations has been cancelled in  TensorFlow2.0.",TRUE,,FALSE,
321," What are the common types of dirty data?",Malformed value,,Duplicate value,,Logically wrong value,,Missing value,
322," Which is not a deep learning algorithm?", Generative Adversarial Network,, Convolutional neural networks,, Recurrent neural networks,, Support vector machine,
323," In TensorF1ow2.0, w hich of the following methods can be used to check if it is a""tensor?",dtype,,isinstance,,is_tensor,,device,
324," If scalar k  is multiplied by matrix A, the result equals to each of the numbers in A  is""multiplied by k .",True,,False,
325," Feature is the dimension that describes the characteristics of the sample. Regarding""its interpretability in traditional machine learning and deep learning, which of the following""statement is correct?",Features are interpretable in traditional machine learning, but weak in deep learning,,Features are weak in traditional machine learning, but strong in deep learning,,Features are weak in interpretabili ty in traditional machine learning and deep learning,,Features are interpretable in traditional machine learning and deep learning,
326," Which of the following features does Python support? (Multiple choice)",inheritance,,Heavy load,,Derived,,Multiple inheritance,

327," What of the following networks belong to convolutional neural network (CNN)?""(Multiple Choice)",VGGNet,,ResNet,,AlexNet,,GoogleNet,
328," Cyclic  neural networks are more suitable for dealing with image recognition""problems.",True,,False,
329," Which of t he following does the convolutional neural network structure not include?",Convolutional layer,,Pooling layer,,Loop layer,,Fully connected layer,
330," Regarding the convolutional neural network pooling layer,  which of  the f ollowing""description is correct ?",Pooling operation is realized by scanning window,,The pooling layer can play a role in dimensionality reduction,, Commonly used pooling methods include maximum pooling and average pooling,, The pooled feature image becomes smaller,
331," What is wrong description of backpropagation?",The learning process o f the backpropagation algorithm consists of a forward,"propagation process and a back -propagation process.", The backpropagation algorithm is a learning algorithm suitable for multi -layer neural,"networks, which is b ased on the gradient descent method",The backpropagation phase sends training inputs to the network to obtain an stimuli,"response",The backpropagation process will repeat until the response of the network to the input,"reaches the predetermined target range ."
332," Which of the following statements are correct about the difference between""machine learning algorithms and traditional rule -based methods?",Traditional rule -based methods, in which the rules can be explicitly clarified manually,,Traditional rule -based me thods use explicit programming to solve problems,,The mapping relationship of the model in machine learning is automatically learned,,The mapping relationship of the model in the machine learning institute must be,"implicit"
333," Regarding backpropagation, which of the following statements is wrong?",Backpropagation can only be used in feedforward neural networks,,Backpropagation can be combined with gradient descent algorithm to update network,"weights",Backpropagation passes throu gh the activation function,,Back propagation refers to the back propagation of errors through the network,
334," The image data of the passport recognition service is needed to be base64 Coded.",True,,Fals e,
335," When dealing with actual situations as below, when shoul d machine learning be""used?",The data distribution itself changes over time, requiring continuous re -adaptation of,"the program, such as predicting the trend of merchandise sales",The complexity of the rules is low, and the problem is small,,Task rules will change over time, such as defect detection on the production line,,The rules are very complicated or cannot be described, such as face recognition and,"voice recognition"
336," The Python list can be identified by '[]", and the default index of the first element""from left to right is 1.",True,,False,
337," Which command can be checked whether the accelerator card is in place in  Atlas"300 (3000) ,"00 (3000) ?",1spci | grep'npu',,1spci | grep'd100',,1spci grep'atlas',,atlas info,
338," Which of the following steps in deep learning are automatically completed by the""model?",Model training,,Feature selection,,Analysis and positioning task,,Feature extraction,
339," HUAWEI CLOUD EI enable more use of AI And big dat a services to accelerate""business development and benefit society. Which of the following areas can benefit from""using HUAWEI CLOUD EI service?",Industry data,,Industry wisdom,,algorithm,,Computing power,
340," In a neural network, knowing the weight and deviations of each neuron is the most""important step. If you know the exact weights and deviations of neurons in some way, you""can  approximate any function. What is the best way to achieve this?", Random assignment, pray that they are correct,,Search for a combin ation of weight and deviation until the best value is obtained,,Assign an initial value to iteratively update weight by checking the difference,"between the best value and the initial",The above is not correct,
341," What are the commonly used gradient desc ent optimization functions? (Multiple""Choice)",Random gradient descent,,Adadelta,,Adagrad,,momentum,"e. RMSProp"
342," Huawei Machine learning Service MLS is a one -stop platform that supports the""entire process of data analysis. Which of the following is not a fea ture of MLS?",A rich library of machine learning algorithms.,,Machine learning program is intuitive and easy to use.,,Distributed and scalable big data computing engine.,,Support for the R language but does not support the Python language,
343," When comparing G BDT with the random forest algorithm, which of the following""statements is wrong?",GBDT Algorithm is easier to underfit than random forest,,Random forest is calculated in parallel, while GBDT Can't,,GBDT Algorithm is easier to overfit than random forest,,GBDT And random forest are built on CART Based on the tree,
344," What  are the results returned by if conditional statements in the Python language?""(Multiple choice)",True,,0,,FALSE,,Null,
345," CPUs improve AI performance  mainly through increasing instructions, increasing the""number of cores, etc .",TRUE,,FALSE,
346," The time interv al in the Python language is a fl oating -point fraction in seconds",True,, False,
347," Self -encoder is an unsupervised learning algorithm",True,,False,
348," Among the machine learning algorithms, which of the following is not an integrated""learning strategy?",Boosting,,Stacking,,Bagging,,Marking,
349," AI Chips used in business applications can be classified as",training,,GPU,,Model building,,Reasoning,










